block_number,price,percentagePlus1,percentagePlus2,percentagePlus3,percentagePlus4,percentagePlus5,percentagePlus6,percentagePlus7,percentagePlus8,percentagePlus9,percentagePlus10
6933631,3000000000,14.29,80.77,-1.00,43.84,10.00,22.94,0.98,38.04,55.56,92.59
6933892,9000000000,30.30,47.22,-1.00,2.50,30.91,72.22,-1.00,43.51,-1.00,27.27
6933938,80000000000,-1.00,-1.00,0.00,98.66,-1.00,100.00,0.00,100.00,-1.00,0.00
6933380,3000000000,3.45,52.00,8.33,-1.00,-1.00,-1.00,31.03,-1.00,-1.00,-1.00
6933391,6000000000,-1.00,58.75,31.40,89.29,20.74,60.00,8.33,49.43,53.73,35.06
6933401,10000000000,56.72,100.00,-1.00,74.81,53.23,58.33,69.49,57.50,-1.00,-1.00
6933448,3080000000,17.74,-1.00,29.41,-1.00,-1.00,5.88,-1.00,-1.00,100.00,41.74
6933585,2300000000,35.00,0.52,-1.00,1.49,19.51,-1.00,-1.00,1.69,-1.00,-1.00
6933679,2400000000,-1.00,-1.00,20.00,16.67,0.74,-1.00,9.48,-1.00,-1.00,24.56
6933494,2100000000,0.98,18.40,53.85,-1.00,-1.00,14.29,3.03,8.11,-1.00,-1.00
6933722,10000000000,40.00,-1.00,74.52,-1.00,76.00,-1.00,-1.00,-1.00,-1.00,51.41
6933750,20000000000,-1.00,-1.00,86.67,87.27,21.62,-1.00,-1.00,83.33,91.96,16.67
6933941,2100000000,0.78,4.55,5.23,-1.00,12.77,-1.00,70.97,0.65,2.27,-1.00
6933382,6000000000,60.00,-1.00,8.33,53.73,-1.00,49.43,58.75,-1.00,-1.00,-1.00
6933516,2200000000,14.75,-1.00,2.86,33.33,29.73,-1.00,-1.00,-1.00,0.89,-1.00
6933886,10000000000,-1.00,28.18,33.33,84.16,55.67,89.80,2.78,-1.00,72.54,53.42
6934008,10000000000,55.77,86.34,-1.00,56.52,-1.00,93.88,98.25,64.79,-1.00,72.28
6933463,4000000000,-1.00,66.67,1.69,31.36,36.73,-1.00,16.67,3.03,-1.00,46.67
6933554,2100000000,0.76,-1.00,-1.00,-1.00,2.63,11.11,4.07,1.80,60.65,3.30
6933706,2300000000,-1.00,9.09,4.32,5.00,-1.00,-1.00,3.45,11.82,7.69,0.64
6933934,2200000000,9.09,-1.00,-1.00,2.88,5.00,0.64,-1.00,0.70,8.00,7.69
6933947,2200000000,27.59,8.42,-1.00,17.19,5.56,0.79,16.13,32.14,58.33,0.50
6933985,12000000000,46.83,94.83,-1.00,76.32,81.94,54.69,58.33,-1.00,80.58,55.94
6933408,4150987148,-1.00,48.75,29.22,11.85,38.12,8.33,37.93,41.79,16.53,89.29
6933504,2200000000,29.73,-1.00,14.75,-1.00,0.89,-1.00,33.33,-1.00,2.86,-1.00
6933594,10000000000,-1.00,-1.00,-1.00,47.32,-1.00,82.98,63.64,88.52,65.79,-1.00
6933725,5000000000,-1.00,90.00,-1.00,-1.00,0.70,-1.00,56.25,59.46,-1.00,3.51
6933828,2100000000,60.75,1.05,12.50,3.85,-1.00,7.14,-1.00,10.64,48.97,-1.00
6933845,2500000000,6.33,16.67,11.34,22.83,2.38,5.00,0.70,0.82,-1.00,100.00
6933499,2300000000,37.62,0.75,28.00,0.62,1.61,21.67,0.74,7.92,1.59,5.34
6933541,2200000000,1.49,17.02,15.74,1.72,-1.00,0.68,7.32,8.84,12.57,10.99
6933670,14000000000,-1.00,70.65,-1.00,95.12,82.61,80.95,69.94,-1.00,-1.00,71.88
6933786,2200000000,-1.00,-1.00,0.61,8.70,8.78,-1.00,0.53,0.83,-1.00,0.65
6934001,2860000000,10.00,0.70,25.00,1.35,1.10,-1.00,0.82,-1.00,-1.00,0.56
6934004,9000000000,-1.00,-1.00,-1.00,86.49,42.55,89.94,5.00,-1.00,-1.00,-1.00
6933543,3000000000,-1.00,-1.00,-1.00,24.24,22.81,-1.00,7.89,17.02,91.30,28.68
6933865,10000000000,72.54,28.18,84.16,55.67,53.42,-1.00,2.78,33.33,-1.00,89.80
6933615,3000000000,4.55,18.39,9.23,2.70,6.14,41.46,2.00,4.35,2.22,12.73
6933816,4550000000,-1.00,40.52,-1.00,89.29,-1.00,42.19,37.50,6.67,-1.00,3.70
6933899,3900000000,-1.00,4.00,-1.00,46.85,3.35,-1.00,54.39,10.66,6.67,25.00
6933939,2400000000,-1.00,-1.00,9.48,-1.00,24.56,20.00,16.67,0.74,-1.00,-1.00
6933945,10000000000,79.17,76.70,0.00,50.00,56.94,-1.00,53.15,-1.00,84.43,91.30
6933782,15000000000,79.83,-1.00,100.00,-1.00,64.29,43.94,-1.00,63.96,-1.00,97.42
6933962,2100000000,1.41,12.12,-1.00,15.15,11.11,11.67,9.52,26.32,67.74,1.20
6933472,2500000000,0.59,3.05,3.03,-1.00,0.80,-1.00,23.53,1.69,8.78,-1.00
6933682,20000000000,-1.00,-1.00,16.67,-1.00,86.67,87.27,91.96,-1.00,83.33,21.62
6933861,3500000000,8.66,1.05,20.34,61.83,-1.00,33.08,-1.00,3.12,-1.00,-1.00
6933888,10000000000,62.42,63.77,-1.00,57.14,80.00,43.05,92.16,-1.00,80.88,-1.00
6933429,3080000000,29.41,-1.00,17.74,41.74,-1.00,-1.00,100.00,5.88,-1.00,-1.00
6933601,3000000000,12.82,2.70,-1.00,-1.00,16.67,-1.00,52.94,6.14,0.89,-1.00
6933869,3000000000,6.90,59.18,33.33,35.21,-1.00,-1.00,-1.00,8.64,54.41,-1.00
6933390,11000000000,72.00,-1.00,86.07,-1.00,44.83,-1.00,8.33,2.38,41.18,-1.00
6933394,23000000000,91.04,94.06,96.00,92.06,89.31,87.66,81.48,81.19,85.62,79.84
6933521,2420000000,1.74,-1.00,2.44,0.62,-1.00,55.32,23.91,-1.00,-1.00,42.86
6933582,2200000000,3.03,21.62,-1.00,5.00,-1.00,-1.00,-1.00,-1.00,34.04,82.84
6933621,3000000000,12.20,58.70,91.30,22.81,28.68,43.75,1.63,-1.00,-1.00,12.88
6933767,3080000000,6.67,17.86,58.54,20.00,36.04,3.23,0.95,2.22,-1.00,-1.00
6933824,20000000000,84.16,95.83,-1.00,-1.00,61.11,82.64,66.67,100.00,-1.00,87.76
6933996,3500000001,60.00,35.90,40.91,5.88,36.00,43.31,12.26,31.51,34.29,39.58
6933539,2100000000,2.00,-1.00,100.00,1.72,-1.00,1.16,1.29,11.67,2.04,0.68
6933577,10000000000,3.23,28.57,-1.00,49.75,81.08,91.87,20.00,80.70,26.67,51.19
6933751,3000000000,18.18,-1.00,18.18,18.18,10.00,-1.00,2.50,-1.00,-1.00,48.39
6933421,2200000000,-1.00,20.59,-1.00,100.00,5.26,70.59,9.49,-1.00,-1.00,-1.00
6933912,10000000000,87.50,-1.00,3.45,92.55,89.69,4.00,-1.00,-1.00,50.00,38.46
6933922,2200000000,50.00,93.67,34.21,5.26,9.80,21.82,4.80,-1.00,-1.00,11.21
6933984,2000000000,-1.00,6.25,2.48,18.18,-1.00,3.12,-1.00,-1.00,11.11,0.85
6933586,2100000000,2.63,0.76,1.80,60.65,-1.00,3.30,4.07,-1.00,-1.00,11.11
6933664,4550000000,-1.00,13.95,43.62,91.40,-1.00,14.06,2.27,-1.00,-1.00,-1.00
6933822,4550000000,-1.00,40.52,-1.00,-1.00,89.29,-1.00,3.70,42.19,37.50,6.67
6933438,4000000000,27.92,11.85,37.31,18.12,89.29,38.12,47.52,60.00,1.59,38.93
6933826,20000000000,100.00,40.00,87.76,92.56,64.29,-1.00,-1.00,-1.00,-1.00,-1.00
6933513,21000000000,94.41,-1.00,-1.00,90.00,-1.00,100.00,-1.00,-1.00,87.50,68.57
6933515,2100000000,14.29,53.85,-1.00,-1.00,8.11,-1.00,0.98,18.40,-1.00,3.03
6933598,2200000000,-1.00,0.61,13.04,-1.00,2.44,-1.00,30.95,0.62,28.12,0.54
6933771,2100000000,16.36,2.50,-1.00,-1.00,0.65,3.64,-1.00,2.27,1.39,-1.00
6933858,2200000000,-1.00,-1.00,-1.00,2.86,46.51,-1.00,-1.00,-1.00,20.00,-1.00
6933963,2600000000,61.90,48.72,21.92,1.72,1.04,-1.00,-1.00,-1.00,7.14,-1.00
6933967,3000000000,-1.00,5.26,100.00,41.74,-1.00,-1.00,29.41,-1.00,-1.00,100.00
6933982,2200000000,2.50,21.74,25.00,41.67,-1.00,1.19,7.14,-1.00,18.42,81.46
6933997,2100000000,5.71,9.09,12.00,-1.00,1.12,22.44,5.88,8.33,1.45,2.63
6933384,4150987148,37.93,48.75,16.53,89.29,-1.00,-1.00,-1.00,41.79,-1.00,8.33
6933490,3000000000,33.33,-1.00,1.49,-1.00,25.42,-1.00,53.66,-1.00,55.00,0.52
6933755,30000000000,60.00,90.14,-1.00,91.80,-1.00,81.08,88.61,83.33,82.47,84.78
6933387,3000000000,-1.00,-1.00,31.03,40.30,3.31,-1.00,3.45,52.00,8.33,41.25
6933564,2300000000,-1.00,28.00,1.59,21.67,-1.00,19.51,5.34,0.62,1.61,1.49
6933593,2200000000,15.74,1.72,-1.00,0.68,12.57,7.32,8.84,1.49,17.02,10.99
6933720,2200000000,14.29,15.31,-1.00,4.76,6.03,18.18,4.55,0.65,2.27,-1.00
6933834,2100000000,-1.00,1.75,20.00,1.72,-1.00,-1.00,-1.00,2.78,0.74,-1.00
6933602,2200000000,0.76,74.84,6.72,-1.00,-1.00,-1.00,7.32,2.63,-1.00,1.80
6933668,30000000000,-1.00,90.50,79.43,-1.00,86.08,93.10,-1.00,97.01,-1.00,-1.00
6933855,2200000000,2.70,6.90,0.91,2.00,4.35,2.22,0.88,0.89,4.55,1.54
6933866,5200000000,100.00,2.78,18.97,-1.00,-1.00,71.43,-1.00,47.89,-1.00,-1.00
6933736,4000000000,38.93,27.92,11.85,38.12,37.31,47.52,60.00,1.59,89.29,18.12
6933567,2100000000,2.13,2.00,1.72,1.49,2.04,-1.00,0.68,-1.00,100.00,11.67
6933605,2100000000,-1.00,4.41,3.12,0.54,2.44,2.17,-1.00,-1.00,0.61,-1.00
6933728,3000000000,9.52,73.17,0.94,-1.00,75.00,12.07,86.36,1.22,-1.00,28.85
6933741,2100000000,1.75,-1.00,-1.00,0.74,1.72,-1.00,-1.00,-1.00,20.00,2.78
6933908,5600000000,95.12,18.30,6.90,-1.00,60.71,42.05,82.61,-1.00,17.90,-1.00
6933716,21000000000,66.67,-1.00,-1.00,82.35,95.09,98.08,-1.00,94.59,-1.00,-1.00
6933783,2200000000,2.86,-1.00,-1.00,20.00,-1.00,-1.00,-1.00,-1.00,46.51,-1.00
6933395,23000000000,81.19,92.06,79.84,87.66,81.48,91.04,94.06,96.00,89.31,85.62
6933737,2200000000,0.62,-1.00,1.74,4.52,2.00,1.72,53.19,-1.00,100.00,33.33
6933535,9000000000,-1.00,89.94,-1.00,-1.00,86.49,-1.00,-1.00,42.55,5.00,-1.00
6933555,2200000000,0.62,-1.00,1.74,2.00,-1.00,1.72,53.19,4.52,100.00,33.33
6933447,3000000000,32.65,-1.00,-1.00,7.38,-1.00,55.56,-1.00,-1.00,16.67,46.67
6933600,2100000000,2.63,-1.00,-1.00,3.30,4.07,1.80,60.65,-1.00,11.11,0.76
6933634,2200000000,2.44,30.95,0.62,28.12,0.61,-1.00,-1.00,0.54,13.04,-1.00
6933900,5600000000,-1.00,-1.00,18.30,82.61,6.90,-1.00,17.90,60.71,42.05,95.12
6933419,10000000000,74.81,57.50,-1.00,-1.00,-1.00,34.92,53.23,58.33,56.72,100.00
6933500,3000000000,-1.00,92.59,43.84,22.94,80.77,55.56,10.00,14.29,0.98,38.04
6933553,2100000000,11.67,1.72,2.04,1.16,-1.00,100.00,-1.00,0.68,1.29,2.00
6933624,3080000000,-1.00,0.95,20.00,2.22,-1.00,3.23,6.67,36.04,17.86,58.54
6933469,2100000000,89.29,37.62,12.00,1.59,1.53,0.83,1.30,0.74,0.75,2.97
6933622,3000000000,-1.00,1.49,53.66,-1.00,25.42,55.00,33.33,0.52,-1.00,-1.00
6933637,2000000000,0.65,0.75,1.98,8.00,0.83,1.25,89.29,0.74,37.62,1.49
6933730,2200000000,0.89,-1.00,-1.00,-1.00,-1.00,14.75,-1.00,33.33,29.73,2.86
6933797,2386578227,9.18,37.62,31.94,-1.00,25.00,10.00,11.11,0.69,-1.00,35.00
6933629,6000000000,-1.00,-1.00,56.25,2.86,85.25,-1.00,90.00,62.16,-1.00,-1.00
6933806,2500000000,-1.00,3.70,10.94,-1.00,0.74,10.00,0.62,78.57,-1.00,19.44
6933929,20000000000,0.00,92.19,-1.00,97.67,93.62,-1.00,-1.00,86.36,31.82,-1.00
6933977,4000000000,1.59,38.93,21.77,47.52,60.00,18.12,36.67,-1.00,1.49,37.31
6933437,3000000000,14.52,33.33,-1.00,1.49,-1.00,53.66,-1.00,25.42,55.00,0.52
6933548,2200000000,-1.00,-1.00,-1.00,34.04,82.84,5.00,-1.00,-1.00,-1.00,2.33
6933836,20000000000,-1.00,88.79,-1.00,100.00,-1.00,40.00,96.88,83.33,80.00,-1.00
6933667,3000000000,-1.00,-1.00,-1.00,12.82,52.94,0.89,2.70,-1.00,16.67,6.14
6933753,20000000000,88.79,-1.00,-1.00,96.88,80.00,100.00,-1.00,40.00,83.33,-1.00
6933863,2000000000,1.05,0.85,3.12,-1.00,6.25,-1.00,52.70,-1.00,-1.00,-1.00
6933614,3000000000,24.07,17.89,2.63,-1.00,3.60,1.49,72.34,52.46,27.47,0.76
6933651,2100000000,37.62,0.75,12.00,1.59,1.53,0.74,89.29,1.30,2.97,0.83
6933790,2300000000,2.00,0.88,-1.00,16.67,4.35,2.22,0.91,2.70,0.89,-1.00
6933451,3000000000,-1.00,55.56,92.59,10.00,-1.00,7.38,43.84,22.94,-1.00,-1.00
6933544,2200000000,2.63,0.76,-1.00,74.84,7.32,-1.00,-1.00,6.72,-1.00,1.80
6933640,3718000000,58.70,-1.00,57.45,13.12,-1.00,13.50,-1.00,14.63,-1.00,71.43
6933581,2200000000,20.00,-1.00,0.51,6.67,16.22,13.10,54.47,3.23,0.95,2.22
6933838,2400000000,0.83,20.00,-1.00,0.75,100.00,0.66,81.82,14.29,16.05,11.70
6933843,7037536711,-1.00,52.50,46.32,-1.00,7.41,97.00,86.00,59.34,36.36,50.00
6933955,3600000000,1.99,-1.00,85.45,4.55,7.69,60.00,-1.00,46.61,0.67,56.62
6933445,2300000000,-1.00,0.65,7.69,0.53,0.83,-1.00,-1.00,0.61,12.41,11.45
6933841,3000000000,38.98,7.69,20.00,1.32,-1.00,4.55,2.44,-1.00,78.18,0.67
6933518,21000000000,-1.00,-1.00,-1.00,82.35,95.09,98.08,-1.00,66.67,94.59,-1.00
6933769,1501000000,2.38,-1.00,-1.00,3.33,-1.00,10.00,10.00,9.09,-1.00,-1.00
6933919,4550000000,37.50,-1.00,-1.00,89.29,3.70,40.52,-1.00,-1.00,42.19,6.67
6933711,2500000000,0.45,-1.00,-1.00,-1.00,7.14,-1.00,-1.00,60.00,37.25,-1.00
6933847,2100000000,20.00,2.22,-1.00,-1.00,14.29,-1.00,47.15,3.23,0.95,50.00
6933991,2300000000,55.00,4.90,16.07,13.95,14.66,11.76,21.82,14.40,94.94,10.53
6933549,10000000000,45.21,85.11,44.72,2.63,71.43,-1.00,58.21,80.33,68.13,52.78
6933612,3000000000,1.10,-1.00,1.35,1.64,-1.00,-1.00,10.00,1.68,-1.00,31.52
6933648,10000000000,85.37,59.77,40.00,40.00,74.55,-1.00,54.40,13.64,52.00,4.35
6933918,2500000000,53.57,-1.00,100.00,2.33,0.89,-1.00,10.94,-1.00,4.35,13.02
6933970,2200000000,11.67,7.14,1.72,16.44,67.74,1.81,78.01,-1.00,55.56,41.03
6933443,3000000000,18.24,-1.00,0.80,-1.00,-1.00,3.07,82.61,0.65,-1.00,29.01
6933620,2300000000,0.89,-1.00,16.67,4.35,2.22,0.91,-1.00,2.00,0.88,2.70
6933638,2100000000,0.95,50.00,0.80,3.23,20.00,2.22,-1.00,-1.00,14.29,-1.00
6933735,3000000000,1.69,82.61,29.01,0.80,66.67,3.03,18.24,-1.00,-1.00,-1.00
6933856,15000000000,-1.00,87.50,92.27,4.00,94.39,94.68,46.15,-1.00,90.62,53.68
6933766,2100000000,-1.00,12.77,18.18,0.65,2.27,5.23,-1.00,70.97,-1.00,4.55
6933791,11000000000,2.38,-1.00,41.18,-1.00,8.33,86.07,-1.00,-1.00,44.83,72.00
6933523,23000000000,92.06,85.62,87.66,81.48,81.19,91.04,94.06,96.00,89.31,79.84
6933904,2100000000,-1.00,10.17,-1.00,100.00,16.67,20.00,50.00,0.62,25.00,-1.00
6933430,2300000000,11.45,0.53,-1.00,-1.00,0.65,12.41,7.69,-1.00,0.83,0.61
6933752,7200340000,0.89,-1.00,-1.00,16.67,4.35,2.22,55.45,39.47,2.70,-1.00
6933848,3432000000,-1.00,-1.00,16.67,0.62,37.50,100.00,20.00,50.00,-1.00,81.00
6933377,19110000000,-1.00,89.34,-1.00,-1.00,-1.00,-1.00,-1.00,47.06,65.52,76.00
6933727,2200000000,-1.00,33.33,-1.00,-1.00,-1.00,29.73,-1.00,2.86,14.75,0.89
6933989,2000000000,-1.00,-1.00,20.00,50.00,-1.00,3.39,-1.00,100.00,16.67,0.62
6933383,19110000000,89.34,76.00,-1.00,-1.00,-1.00,-1.00,65.52,8.33,88.51,47.06
6933385,21000000000,97.70,86.57,95.00,70.25,-1.00,-1.00,96.43,87.01,-1.00,-1.00
6933403,2300000000,0.74,7.92,5.34,1.61,0.62,21.67,37.62,0.75,28.00,1.59
6933428,3000000000,100.00,5.26,100.00,-1.00,41.74,-1.00,-1.00,29.41,-1.00,-1.00
6933815,2300000000,-1.00,-1.00,39.58,0.55,-1.00,20.00,-1.00,32.43,3.51,0.70
6933528,2200000000,28.12,0.54,0.61,-1.00,30.95,0.62,-1.00,2.44,13.04,-1.00
6933592,2100000000,2.17,4.41,0.54,0.61,2.44,-1.00,-1.00,-1.00,3.12,-1.00
6933759,2860000000,0.56,1.35,1.10,0.82,-1.00,-1.00,10.00,-1.00,0.70,25.00
6933761,20000000000,-1.00,-1.00,0.00,60.00,-1.00,95.45,78.18,92.56,64.29,-1.00
6933639,10000000000,51.19,28.57,-1.00,-1.00,100.00,81.08,3.23,20.00,51.11,91.87
6933763,2200000000,-1.00,-1.00,-1.00,2.86,46.51,-1.00,20.00,-1.00,-1.00,-1.00
6933799,2300000000,-1.00,9.09,7.41,0.80,8.42,8.79,3.52,3.45,70.00,50.00
6933881,4000000000,-1.00,-1.00,-1.00,67.44,-1.00,68.00,20.00,-1.00,-1.00,31.43
6933583,10000000000,100.00,28.57,-1.00,85.37,13.64,59.77,40.00,-1.00,54.40,-1.00
6933677,20000000000,-1.00,86.36,31.82,93.62,-1.00,92.19,-1.00,97.67,-1.00,0.00
6933953,2100000000,-1.00,-1.00,8.33,9.76,17.31,74.02,2.08,0.85,0.77,0.95
6933379,11000000000,2.38,-1.00,41.18,-1.00,-1.00,86.07,-1.00,44.83,72.00,8.33
6933452,3000000000,0.52,33.33,53.66,-1.00,-1.00,25.42,55.00,-1.00,-1.00,1.49
6934002,10000000000,7.41,66.90,53.54,80.51,-1.00,85.06,3.45,65.60,66.92,47.37
6933645,35000000000,-1.00,66.67,-1.00,88.89,-1.00,97.78,100.00,90.48,100.00,89.11
6933778,10000000000,-1.00,-1.00,51.41,40.00,-1.00,74.52,76.00,-1.00,-1.00,-1.00
6933811,35000000000,92.80,86.61,93.23,96.61,95.79,-1.00,98.76,-1.00,71.88,-1.00
6933898,3000000000,-1.00,-1.00,-1.00,10.00,62.75,22.82,23.19,0.75,30.00,100.00
6933999,2500000000,2.33,1.47,4.35,13.02,0.89,10.94,9.29,100.00,-1.00,53.57
6933530,2200000000,4.52,2.00,100.00,-1.00,53.19,1.74,-1.00,33.33,1.72,0.62
6933663,2400000000,-1.00,20.00,-1.00,-1.00,16.67,0.74,9.48,-1.00,-1.00,24.56
6933927,10000000000,60.58,58.02,88.43,-1.00,40.52,0.00,73.08,58.82,-1.00,-1.00
6933436,6000000000,60.00,49.43,35.06,20.74,-1.00,8.33,53.73,58.75,31.40,89.29
6933551,10000000000,61.25,-1.00,60.00,52.90,73.91,-1.00,-1.00,78.57,76.60,54.65
6933580,3000000000,55.56,43.84,10.00,22.94,14.29,0.98,38.04,-1.00,92.59,80.77
6933681,10000000000,43.75,-1.00,40.00,52.00,61.40,74.55,2.70,59.77,4.35,40.00
6933468,2300000000,-1.00,3.03,-1.00,-1.00,82.84,71.15,21.62,-1.00,-1.00,34.04
6933707,3100000000,77.42,10.16,-1.00,30.23,67.03,10.00,-1.00,-1.00,-1.00,1.85
6933890,3000000000,33.33,8.64,54.41,35.21,-1.00,-1.00,6.90,-1.00,59.18,-1.00
6933422,3080000000,5.88,17.74,-1.00,-1.00,-1.00,41.74,-1.00,29.41,-1.00,100.00
6933976,3000000000,3.45,5.60,56.85,-1.00,-1.00,3.12,4.72,28.57,1.05,8.47
6933525,2300000000,19.51,-1.00,-1.00,-1.00,-1.00,-1.00,1.69,35.00,0.52,1.49
6933787,2100000000,89.29,1.30,0.74,0.75,12.00,0.83,37.62,2.97,1.59,1.53
6933397,2300000000,0.75,7.92,5.34,0.74,37.62,0.62,1.61,21.67,28.00,1.59
6933673,6000000000,-1.00,62.16,-1.00,2.86,85.25,-1.00,90.00,-1.00,56.25,-1.00
6933871,2200000000,-1.00,0.66,-1.00,0.67,-1.00,3.62,0.74,-1.00,0.75,10.00
6933916,3000000000,-1.00,-1.00,1.10,-1.00,1.68,-1.00,31.52,1.64,1.35,10.00
6933417,12000000000,-1.00,-1.00,31.58,58.06,-1.00,-1.00,-1.00,74.78,67.65,-1.00
6933424,10000000000,58.82,-1.00,88.43,-1.00,0.00,60.58,73.08,58.02,-1.00,-1.00
6933546,14000000000,95.12,-1.00,-1.00,70.65,69.94,-1.00,71.88,82.61,-1.00,80.95
6933729,3860000000,22.76,2.63,-1.00,4.50,-1.00,60.11,29.67,35.19,76.60,0.76
6933994,2200000000,-1.00,0.51,3.23,20.00,6.67,16.22,13.10,54.47,0.95,2.22
6933376,19110000000,65.52,-1.00,-1.00,47.06,89.34,-1.00,-1.00,-1.00,-1.00,-1.00
6933812,2200000000,7.32,2.63,1.80,-1.00,-1.00,6.72,0.76,-1.00,74.84,-1.00
6933821,20000000000,92.56,-1.00,-1.00,-1.00,100.00,87.76,64.29,-1.00,-1.00,40.00
6933506,23000000000,-1.00,100.00,95.89,0.00,79.87,96.33,42.86,84.31,0.00,40.00
6933754,20000000000,64.29,-1.00,-1.00,-1.00,40.00,92.56,-1.00,-1.00,100.00,87.76
6933758,10000000000,55.70,-1.00,77.78,86.36,89.66,85.71,63.37,-1.00,-1.00,-1.00
6933978,2386578227,20.97,37.50,66.67,-1.00,0.50,20.31,0.79,15.50,9.47,5.56
6933473,3000000000,-1.00,-1.00,100.00,100.00,24.09,15.38,20.61,-1.00,5.26,31.55
6933740,2100000000,3.64,-1.00,1.39,16.36,-1.00,0.65,-1.00,2.27,-1.00,2.50
6933986,2759734681,17.71,11.76,-1.00,74.51,1.85,3.33,32.53,-1.00,50.00,-1.00
